日期,日期區間(若為推算合併值),資料狀態,廠商,SKU,商品名稱,售價,銷售數量,退回數量,淨銷售數量,售額總計
2026-06-06,,每日明細,補完計畫,1000842-180,寬版T恤-佛系賺錢_好想兔（深灰） - L,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,補完計畫,1000842-181,寬版T恤-佛系賺錢_好想兔（深灰） - XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,補完計畫,1000843-83,帆布袋-不是在賺錢就是在賺錢的路上_好想兔,550.0,1.0,0,1.0,550.0
2026-06-06,,每日明細,補完計畫,1000845-171,方型陶瓷杯墊-再撐一下！_好想兔,280.0,1.0,0,1.0,280.0
2026-06-06,,每日明細,補完計畫,1000884-173,辦公桌墊-為了錢，我忍_好想兔,650.0,5.0,0,5.0,3250.0
2026-06-06,,每日明細,補完計畫,1000886-174,滑鼠墊-我愛上班_好想兔,390.0,1.0,0,1.0,390.0
2026-06-06,,每日明細,屋極國際,20240808208,好想兔-15公分吊飾,250.0,9.0,0,9.0,2250.0
2026-06-06,,每日明細,金獎樂園,20251202001A,壓克力轉轉盤,199.0,1.0,0,1.0,199.0
2026-06-06,,每日明細,金獎樂園,20251202003A,壓克力吊飾(共8款),100.0,5.0,0,5.0,500.0
2026-06-06,,每日明細,金獎樂園,20251202004A,壓克力冰箱貼(共8款),100.0,7.0,0,7.0,700.0
2026-06-06,,每日明細,謙謙創藝,2025136,一番賞抽獎,300.0,13.0,0,13.0,3900.0
2026-06-06,,每日明細,金獎樂園,2026013100023,兒童書包 - (灰色款),299.0,1.0,0,1.0,299.0
2026-06-06,,每日明細,謙謙創藝,4256525610001,好想兔的社畜人生-Ｌ型雙層資料夾(1包2入),69.0,1.0,0,1.0,69.0
2026-06-06,,每日明細,謙謙創藝,4256525610005,FOLDABLE BOTTLE 好想兔旅行折疊水瓶,290.0,3.0,0,3.0,870.0
2026-06-06,,每日明細,謙謙創藝,4256525610007,薪水入袋款-好想兔壓克力手機架,120.0,2.0,0,2.0,240.0
2026-06-06,,每日明細,謙謙創藝,4256525610017,好想兔造型中筒襪-好想喝珍奶款,190.0,2.0,0,2.0,380.0
2026-06-06,,每日明細,謙謙創藝,4256525610018,甜如蜜-好想兔透明文具袋三套組(1組3入),190.0,2.0,0,2.0,380.0
2026-06-06,,每日明細,謙謙創藝,4256525610020,好想兔3D場景貼紙組-血汗辦公室,49.0,2.0,0,2.0,98.0
2026-06-06,,每日明細,謙謙創藝,4256525610021,好想兔3D場景貼紙組-瘋狂美容院,49.0,2.0,0,2.0,98.0
2026-06-06,,每日明細,謙謙創藝,4256525610022,好想兔3D場景貼紙組-社畜心理診所,49.0,1.0,0,1.0,49.0
2026-06-06,,每日明細,謙謙創藝,4256525610023,好想兔3D場景貼紙組-八卦熱炒店,49.0,2.0,0,2.0,98.0
2026-06-06,,每日明細,謙謙創藝,4256525610027,能屈能伸-好想兔磁吸彎曲掛勾(1組2入),380.0,5.0,0,5.0,1900.0
2026-06-06,,每日明細,謙謙創藝,4256525610028,好好吃好好喝-好想兔隔熱墊組(1組2入),390.0,1.0,0,1.0,390.0
2026-06-06,,每日明細,謙謙創藝,4256525610034,好想兔辦公日常-分類磁鐵四件組,180.0,8.0,0,8.0,1440.0
2026-06-06,,每日明細,謙謙創藝,429506001,十週年紙袋(贈送),0.0,78.0,1,77.0,0.0
2026-06-06,,每日明細,謙謙創藝,429506060112,手機包膜服務,1480.0,1.0,0,1.0,1480.0
2026-06-06,,每日明細,(無廠商-門票/現場服務類),429520260601,十週年特展-現場票券 - 全票,350.0,22.0,1,21.0,7350.0
2026-06-06,,每日明細,(無廠商-門票/現場服務類),429520260602,十週年特展-現場票券 - 雙人票,649.0,61.0,1,60.0,38940.0
2026-06-06,,每日明細,(無廠商-門票/現場服務類),429520260603,十週年特展-現場票券 - 學生票,249.0,8.0,0,8.0,1992.0
2026-06-06,,每日明細,(無廠商-門票/現場服務類),429520260605,十週年特展-現場票券 - 陪同票,175.0,8.0,0,8.0,1400.0
2026-06-06,,每日明細,謙謙創藝,4295656901016,【十週年】懷舊帆布袋,299.0,5.0,0,5.0,1495.0
2026-06-06,,每日明細,謙謙創藝,4295656907032,好想兔財運飽開運鹽燈,599.0,1.0,0,1.0,599.0
2026-06-06,,每日明細,謙謙創藝,4295656924046,好想賺大錢-好想兔磁吸小夜燈,999.0,3.0,0,3.0,2997.0
2026-06-06,,每日明細,謙謙創藝,4295656924053,好想鎖住你-鈴鐺鑰匙圈好想兔款,199.0,6.0,0,6.0,1194.0
2026-06-06,,每日明細,謙謙創藝,4295656924060,好想鎖住你-鈴鐺鑰匙圈小賤狗款,199.0,1.0,0,1.0,199.0
2026-06-06,,每日明細,謙謙創藝,4295656924077,好想兔愛情兌換卷卡,199.0,2.0,0,2.0,398.0
2026-06-06,,每日明細,謙謙創藝,4295656924138,好想兔結婚婚約套組,999.0,3.0,0,3.0,2997.0
2026-06-06,,每日明細,謙謙創藝,4711035715321,好想兔搖頭公仔-招財款,350.0,8.0,0,8.0,2800.0
2026-06-06,,每日明細,謙謙創藝,4711035715338,好想兔搖頭公仔-佛祖款,350.0,1.0,0,1.0,350.0
2026-06-06,,每日明細,謙謙創藝,4711035715345,好想兔搖頭公仔-媽祖款,350.0,5.0,0,5.0,1750.0
2026-06-06,,每日明細,謙謙創藝,4711035715352,好想兔搖頭公仔-歡唱款,350.0,1.0,0,1.0,350.0
2026-06-06,,每日明細,野村貿易,4711070000031,好想兔x達爾文聯名-毛寵柑仔店 - 火龍果,180.0,1.0,0,1.0,180.0
2026-06-06,,每日明細,野村貿易,4711070000055,好想兔x達爾文聯名-毛寵柑仔店 - 香蕉,180.0,1.0,0,1.0,180.0
2026-06-06,,每日明細,極程,4711508950136,機車公仔第二彈(單抽) - 單盒X1,450.0,23.0,0,23.0,10350.0
2026-06-06,,每日明細,進豐,4711527845291,流沙杯墊-粉紅海,299.0,1.0,0,1.0,299.0
2026-06-06,,每日明細,進豐,4711527845307,流沙杯墊-涼一夏,299.0,1.0,0,1.0,299.0
2026-06-06,,每日明細,進豐,4711527845314,流沙杯墊-太空漫遊,299.0,1.0,0,1.0,299.0
2026-06-06,,每日明細,進豐,4711527845918,好想兔方型木杯墊-珍奶,290.0,3.0,0,3.0,870.0
2026-06-06,,每日明細,進豐,4711527845932,好想兔方型木盤-有我的份嗎？！,490.0,1.0,0,1.0,490.0
2026-06-06,,每日明細,謙謙創藝,4712025010082,好想兔泡麵碗,449.0,3.0,0,3.0,1347.0
2026-06-06,,每日明細,青青文具,4712692014451,壓克力造型鑰匙圈(鹹蛋超兔),100.0,1.0,0,1.0,100.0
2026-06-06,,每日明細,青青文具,4712692014468,壓克力造型鑰匙圈(嗡嗡嗡),100.0,1.0,0,1.0,100.0
2026-06-06,,每日明細,青青文具,4712692014482,壓克力造型鑰匙圈(安全帽兔),100.0,1.0,0,1.0,100.0
2026-06-06,,每日明細,青青文具,4712692016615,門禁卡套鑰匙圈(獨角獸),129.0,1.0,0,1.0,129.0
2026-06-06,,每日明細,青青文具,4712692018121,皮革卡套鑰匙圈(吹涼涼),90.0,4.0,0,4.0,360.0
2026-06-06,,每日明細,青青文具,4712692018138,皮革卡套鑰匙圈(西瓜冰棒),90.0,4.0,0,4.0,360.0
2026-06-06,,每日明細,青青文具,4712692018169,門禁卡套鑰匙圈(享受一下),129.0,2.0,0,2.0,258.0
2026-06-06,,每日明細,青青文具,4712692018176,門禁卡套鑰匙圈(清涼一下),129.0,1.0,0,1.0,129.0
2026-06-06,,每日明細,青青文具,4712692018305,壓克力造型鑰匙圈(座敷兔),100.0,1.0,0,1.0,100.0
2026-06-06,,每日明細,青青文具,4712692018312,壓克力造型鑰匙圈(面具),100.0,1.0,0,1.0,100.0
2026-06-06,,每日明細,青青文具,4712692018329,壓克力造型鑰匙圈(電話),100.0,1.0,0,1.0,100.0
2026-06-06,,每日明細,青青文具,4712692074073,站立型便利貼(芒果冰),40.0,1.0,0,1.0,40.0
2026-06-06,,每日明細,青青文具,4712692074233,壓克力夾子(衝浪),50.0,1.0,0,1.0,50.0
2026-06-06,,每日明細,青青文具,4712692075025,壓克力夾子(急件),50.0,2.0,0,2.0,100.0
2026-06-06,,每日明細,青青文具,4712692075032,壓克力夾子(夾小人),50.0,6.0,0,6.0,300.0
2026-06-06,,每日明細,青青文具,4712692075049,壓克力夾子(帶薪拉屎),50.0,3.0,0,3.0,150.0
2026-06-06,,每日明細,青青文具,4712692075056,壓克力夾子(給錢辦事),50.0,6.0,0,6.0,300.0
2026-06-06,,每日明細,青青文具,4712692088964,造型磁性(宮廷)書籤(2入),60.0,1.0,0,1.0,60.0
2026-06-06,,每日明細,青青文具,4712692089183,斬型萬用卡(心動),30.0,2.0,0,2.0,60.0
2026-06-06,,每日明細,青青文具,4712692089190,斬型萬用卡(瘦星),30.0,1.0,0,1.0,30.0
2026-06-06,,每日明細,青青文具,4712692089206,斬型萬用卡(破蛋),30.0,2.0,0,2.0,60.0
2026-06-06,,每日明細,青青文具,4712692089213,斬型萬用卡(Birthday),30.0,5.0,0,5.0,150.0
2026-06-06,,每日明細,青青文具,4712692089220,斬型萬用卡(大日子),30.0,1.0,0,1.0,30.0
2026-06-06,,每日明細,青青文具,4712692142284,想兔自由女神拼圖(500片),599.0,1.0,0,1.0,599.0
2026-06-06,,每日明細,青青文具,4712692240447,水壺(城堡款),499.0,1.0,0,1.0,499.0
2026-06-06,,每日明細,青青文具,4712692240454,水壺(潛水款),499.0,1.0,0,1.0,499.0
2026-06-06,,每日明細,青青文具,4712692241109,行李箱束帶,149.0,3.0,0,3.0,447.0
2026-06-06,,每日明細,青青文具,4712692302152,萬用收納卡夾(Luckyday),95.0,1.0,0,1.0,95.0
2026-06-06,,每日明細,青青文具,4712692302169,萬用收納卡夾(Traveltime),95.0,1.0,0,1.0,95.0
2026-06-06,,每日明細,青青文具,4712692302176,萬用收納卡夾(Bubbletea),95.0,2.0,0,2.0,190.0
2026-06-06,,每日明細,青青文具,4712692410086,防水裝飾貼紙(創造賤賤),25.0,1.0,0,1.0,25.0
2026-06-06,,每日明細,青青文具,4712692413087,防水裝飾貼紙(沒問題),25.0,1.0,0,1.0,25.0
2026-06-06,,每日明細,青青文具,4712692413193,防水裝飾貼紙(幽靈兔),25.0,2.0,0,2.0,50.0
2026-06-06,,每日明細,青青文具,4712692413797,防水裝飾貼紙(小木馬),25.0,1.0,0,1.0,25.0
2026-06-06,,每日明細,青青文具,4712692413803,防水裝飾貼紙(蹲一下),25.0,2.0,0,2.0,50.0
2026-06-06,,每日明細,青青文具,4712692413810,防水裝飾貼紙(好開心),25.0,3.0,0,3.0,75.0
2026-06-06,,每日明細,青青文具,4712692413834,防水裝飾貼紙(吹吹風),25.0,5.0,0,5.0,125.0
2026-06-06,,每日明細,青青文具,4712692413841,防水裝飾貼紙(佛祖兔),25.0,2.0,0,2.0,50.0
2026-06-06,,每日明細,青青文具,4712692414596,防水裝飾貼紙(最愛西瓜),25.0,4.0,0,4.0,100.0
2026-06-06,,每日明細,青青文具,4712692414633,防水裝飾貼紙(衝浪),25.0,1.0,0,1.0,25.0
2026-06-06,,每日明細,青青文具,4712692414640,防水裝飾貼紙(獨角獸),25.0,3.0,0,3.0,75.0
2026-06-06,,每日明細,青青文具,4712692414664,防水裝飾貼紙(享受一下),25.0,3.0,0,3.0,75.0
2026-06-06,,每日明細,青青文具,4712692416279,防水裝飾貼紙(鳳梨酥),25.0,3.0,0,3.0,75.0
2026-06-06,,每日明細,青青文具,4712692416293,防水裝飾貼紙(泰國兔),25.0,1.0,0,1.0,25.0
2026-06-06,,每日明細,青青文具,4712692416309,防水裝飾貼紙(無尾熊),25.0,4.0,0,4.0,100.0
2026-06-06,,每日明細,青青文具,4712692416316,防水裝飾貼紙(富士山),25.0,1.0,0,1.0,25.0
2026-06-06,,每日明細,青青文具,4712692416323,防水裝飾貼紙(越南兔),25.0,3.0,0,3.0,75.0
2026-06-06,,每日明細,青青文具,4712692417696,防水裝飾貼紙(迪斯可兔),25.0,1.0,0,1.0,25.0
2026-06-06,,每日明細,青青文具,4712692417726,防水裝飾貼紙(啤酒兔),25.0,2.0,0,2.0,50.0
2026-06-06,,每日明細,青青文具,4712692424342,環保飲料杯套(西瓜冰棒),120.0,4.0,0,4.0,480.0
2026-06-06,,每日明細,青青文具,4712692424359,棉布書袋(西瓜冰棒),176.0,2.0,0,2.0,352.0
2026-06-06,,每日明細,青青文具,4712692424366,棉布書袋(清涼一下),176.0,2.0,0,2.0,352.0
2026-06-06,,每日明細,青青文具,4712692424410,水壺提袋(金魚),145.0,2.0,0,2.0,290.0
2026-06-06,,每日明細,青青文具,4712692424427,水壺提袋(鯛魚燒),145.0,2.0,0,2.0,290.0
2026-06-06,,每日明細,青青文具,4712692426056,好想兔飲料杯套(韓國兔),120.0,2.0,0,2.0,240.0
2026-06-06,,每日明細,青青文具,4712692426063,好想兔飲料杯套(無尾熊),120.0,4.0,0,4.0,480.0
2026-06-06,,每日明細,青青文具,4712692426117,好想兔皮革彈片收納袋(韓國兔),99.0,1.0,0,1.0,99.0
2026-06-06,,每日明細,青青文具,4712692426124,好想兔皮革彈片收納袋(旅行時間),99.0,3.0,0,3.0,297.0
2026-06-06,,每日明細,青青文具,4712692426131,好想兔皮革彈片收納袋(福爾摩兔),99.0,1.0,0,1.0,99.0
2026-06-06,,每日明細,青青文具,4712692426148,好想兔皮革彈片收納袋(吃雞排),99.0,1.0,0,1.0,99.0
2026-06-06,,每日明細,青青文具,4712692432378,創意磁鐵(水果茶),65.0,2.0,0,2.0,130.0
2026-06-06,,每日明細,青青文具,4712692433467,好想兔創意磁鐵(韓國兔),65.0,1.0,0,1.0,65.0
2026-06-06,,每日明細,青青文具,4712692433481,好想兔創意磁鐵(無尾熊),65.0,1.0,0,1.0,65.0
2026-06-06,,每日明細,青青文具,4712692433498,好想兔創意磁鐵(福爾摩兔),65.0,1.0,0,1.0,65.0
2026-06-06,,每日明細,青青文具,4712692434587,創意磁鐵(萬事拜託),65.0,1.0,0,1.0,65.0
2026-06-06,,每日明細,青青文具,4712692434594,創意磁鐵(今日事今日畢),65.0,2.0,0,2.0,130.0
2026-06-06,,每日明細,青青文具,4712692434600,創意磁鐵(喝一杯),65.0,1.0,0,1.0,65.0
2026-06-06,,每日明細,青青文具,4712692434617,創意磁鐵(我很好養),65.0,2.0,0,2.0,130.0
2026-06-06,,每日明細,青青文具,4712692461385,好想兔趣味轉盤吊飾(水果茶),99.0,2.0,0,2.0,198.0
2026-06-06,,每日明細,青青文具,4712692463709,環保摺疊購物袋,129.0,1.0,0,1.0,129.0
2026-06-06,,每日明細,青青文具,4712692466458,皮革面紙套(旅行時間),119.0,1.0,0,1.0,119.0
2026-06-06,,每日明細,青青文具,4712692466717,好想兔木漿海綿(原味),49.0,1.0,0,1.0,49.0
2026-06-06,,每日明細,青青文具,4712692466724,好想兔木漿海綿(巧克力),49.0,2.0,0,2.0,98.0
2026-06-06,,每日明細,青青文具,4712692466731,好想兔木漿海綿(草莓),49.0,1.0,0,1.0,49.0
2026-06-06,,每日明細,青青文具,4712692466748,好想兔木漿海綿(焦糖),49.0,2.0,0,2.0,98.0
2026-06-06,,每日明細,青青文具,4712692466755,好想兔木漿海綿(奶油),49.0,1.0,0,1.0,49.0
2026-06-06,,每日明細,青青文具,4712692466762,好想兔木漿海綿(抹茶),49.0,1.0,0,1.0,49.0
2026-06-06,,每日明細,青青文具,4712692469497,撲克牌,45.0,8.0,0,8.0,360.0
2026-06-06,,每日明細,青青文具,4712692470462,壓克力吊飾(巧克力),60.0,1.0,0,1.0,60.0
2026-06-06,,每日明細,青青文具,4712692470516,壓克力吊飾(阿珍),60.0,7.0,0,7.0,417.0
2026-06-06,,每日明細,青青文具,4712692470523,壓克力吊飾(咖啡),60.0,2.0,0,2.0,117.0
2026-06-06,,每日明細,青青文具,4712692470530,壓克力吊飾(冰淇淋),60.0,1.0,0,1.0,60.0
2026-06-06,,每日明細,青青文具,4712692470547,壓克力吊飾(棒棒糖),60.0,1.0,0,1.0,60.0
2026-06-06,,每日明細,青青文具,4712692470554,壓克力吊飾(糖果),60.0,2.0,0,2.0,120.0
2026-06-06,,每日明細,青青文具,4712692470561,壓克力吊飾(蛋糕),60.0,1.0,0,1.0,60.0
2026-06-06,,每日明細,青青文具,4712692471261,夜光停車號碼牌(大聲公),185.0,4.0,1,3.0,555.0
2026-06-06,,每日明細,青青文具,4712692471278,夜光停車號碼牌(拜託啦),185.0,3.0,0,3.0,555.0
2026-06-06,,每日明細,青青文具,4712692471841,金屬吊飾(佛系),120.0,1.0,0,1.0,120.0
2026-06-06,,每日明細,青青文具,4712692471858,金屬吊飾(功德+1),120.0,3.0,0,3.0,360.0
2026-06-06,,每日明細,青青文具,4712692471865,金屬吊飾(帶薪拉屎),120.0,1.0,0,1.0,120.0
2026-06-06,,每日明細,青青文具,4712692471872,金屬吊飾(我很好養),120.0,3.0,0,3.0,360.0
2026-06-06,,每日明細,青青文具,4712692471889,圓形胸章(私人物品),50.0,1.0,0,1.0,50.0
2026-06-06,,每日明細,青青文具,4712692471902,圓形胸章(馬上下班),50.0,1.0,0,1.0,50.0
2026-06-06,,每日明細,青青文具,4712692480393,壓克力旋轉易拉扣(吃吃吃!),100.0,1.0,0,1.0,100.0
2026-06-06,,每日明細,青青文具,4712692480409,壓克力旋轉易拉扣(喂喂喂!),100.0,2.0,0,2.0,200.0
2026-06-06,,每日明細,素顏之本,4716820493293,玫瑰皂,125.0,3.0,0,3.0,375.0
2026-06-06,,每日明細,素顏之本,4716820493316,竹炭皂,125.0,2.0,0,2.0,250.0
2026-06-06,,每日明細,素顏之本,4716820493323,茉莉皂,125.0,3.0,0,3.0,375.0
2026-06-06,,每日明細,素顏之本,4716820493330,綠礦皂,125.0,1.0,0,1.0,125.0
2026-06-06,,每日明細,素顏之本,4716820494252,薰衣草皂,125.0,5.0,0,5.0,625.0
2026-06-06,,每日明細,素顏之本,4716820494597,薄荷皂,125.0,1.0,0,1.0,125.0
2026-06-06,,每日明細,素顏之本,4716820494771,檜木皂,125.0,2.0,0,2.0,250.0
2026-06-06,,每日明細,素顏之本,4716820494795,玉蘭皂,125.0,2.0,0,2.0,250.0
2026-06-06,,每日明細,素顏之本,4716820496089,茶樹皂,125.0,2.0,0,2.0,250.0
2026-06-06,,每日明細,素顏之本,4716820496485,桃花皂,125.0,2.0,0,2.0,250.0
2026-06-06,,每日明細,素顏之本,4716820496706,金富桂皂,125.0,1.0,0,1.0,125.0
2026-06-06,,每日明細,補完計畫,720333-113,寬版T恤-經典大圖-紅蘿蔔_好想兔 - S,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,補完計畫,720333-116,寬版T恤-經典大圖-紅蘿蔔_好想兔 - XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260300038,麻將套組_好想發發發,2980.0,13.0,0,13.0,38740.0
2026-06-06,,每日明細,謙謙創藝,9427260300083,安全帶護套 - 好想兔款,299.0,35.0,0,35.0,10465.0
2026-06-06,,每日明細,謙謙創藝,9427260300090,安全帶護套 - 小賤狗款,299.0,11.0,0,11.0,3289.0
2026-06-06,,每日明細,謙謙創藝,9427260300106,擦手巾_好想兔款,399.0,20.0,0,20.0,7980.0
2026-06-06,,每日明細,謙謙創藝,9427260300113,絨毛票卡夾_好想兔款,299.0,12.0,0,12.0,3529.0
2026-06-06,,每日明細,謙謙創藝,9427260300120,【十週年】絨毛娃娃吊飾_心情想兔_中盒,2100.0,11.0,1,10.0,21000.0
2026-06-06,,每日明細,謙謙創藝,9427260300137,【十週年】絨毛娃娃吊飾_心情想兔_單盒,350.0,44.0,0,44.0,15400.0
2026-06-06,,每日明細,謙謙創藝,9427260300151,【十週年】金屬徽章_懷舊系列 - 想兔茄芷袋,150.0,4.0,0,4.0,600.0
2026-06-06,,每日明細,謙謙創藝,9427260400011,【十週年】金屬徽章_懷舊系列 - 想兔椅子,150.0,9.0,0,9.0,1350.0
2026-06-06,,每日明細,謙謙創藝,9427260400028,【十週年】金屬徽章_懷舊系列 - 想兔風扇,150.0,5.0,0,5.0,750.0
2026-06-06,,每日明細,謙謙創藝,9427260400035,【十週年】金屬徽章_懷舊系列 - 想兔藍白拖,150.0,7.0,0,7.0,1050.0
2026-06-06,,每日明細,謙謙創藝,9427260400042,【十週年】金屬徽章_懷舊系列 - 想兔電鍋,150.0,7.0,0,7.0,1050.0
2026-06-06,,每日明細,謙謙創藝,9427260400059,【十週年】金屬徽章_懷舊系列 - 想兔撲滿,150.0,4.0,0,4.0,600.0
2026-06-06,,每日明細,謙謙創藝,9427260400066,【十週年】金屬徽章_懷舊系列 - 想兔浴缸,150.0,6.0,0,6.0,900.0
2026-06-06,,每日明細,謙謙創藝,9427260400103,【十週年】盲盒公仔_好想與你憶當年_中盒,1800.0,9.0,0,9.0,16200.0
2026-06-06,,每日明細,謙謙創藝,9427260400141,手機掛繩套組_懷舊款,0.0,78.0,1,77.0,0.0
2026-06-06,,每日明細,謙謙創藝,9427260400165,小燈箱_鹽酥雞店,199.0,37.0,0,37.0,7363.0
2026-06-06,,每日明細,謙謙創藝,9427260400271,復古小卡包 - 愛睡想兔,99.0,7.0,0,7.0,693.0
2026-06-06,,每日明細,謙謙創藝,9427260400288,復古小卡包 - 出遊趣,99.0,4.0,0,4.0,376.0
2026-06-06,,每日明細,謙謙創藝,9427260400295,擋泥板 - 太近我會心動,399.0,10.0,0,10.0,3500.0
2026-06-06,,每日明細,謙謙創藝,9427260400301,擋泥板 - 你還要跟著我騎多久?,399.0,9.0,0,9.0,3150.0
2026-06-06,,每日明細,謙謙創藝,9427260400318,擋泥板 - 追尾必嫁,399.0,3.0,0,3.0,1197.0
2026-06-06,,每日明細,謙謙創藝,9427260500018,壓克力磁吸寫字板_好想告訴你,0.0,30.0,0,30.0,0.0
2026-06-06,,每日明細,謙謙創藝,9427260500025,帆布袋_好想狂歡(滿額贈),0.0,56.0,1,55.0,0.0
2026-06-06,,每日明細,謙謙創藝,9427260600015,短版T恤_今天的我沒有極限_黑色 - S,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600022,短版T恤_今天的我沒有極限_黑色 - M,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600039,短版T恤_今天的我沒有極限_黑色 - L,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600046,短版T恤_今天的我沒有極限_黑色 - XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600060,短版T恤_今天的我沒有極限_黑色 - 3XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600077,短版T恤_今天的我沒有極限_地鐵藍 - S,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600091,短版T恤_今天的我沒有極限_地鐵藍 - L,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600107,短版T恤_今天的我沒有極限_地鐵藍 - XL,890.0,2.0,0,2.0,1780.0
2026-06-06,,每日明細,謙謙創藝,9427260600145,短版T恤_今天的我沒有極限_霧灰粉 - M,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600213,短版T恤_今天的我沒有極限_淡紫 - L,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600220,短版T恤_今天的我沒有極限_淡紫 - XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600244,短版T恤_今天的我沒有極限_淡紫 - 3XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600626,短版T恤_come on baby_深卡其 - M,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600756,短版T恤_賓果_黑色 - L,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600787,短版T恤_賓果_黑色 - 3XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600817,短版T恤_賓果_深可可 - L,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600824,短版T恤_賓果_深可可 - XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600855,短版T恤_賓果_地鐵藍 - S,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600862,短版T恤_賓果_地鐵藍 - M,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600909,短版T恤_賓果_地鐵藍 - 3XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260600930,短版T恤_rock with me_黑色 - L,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260601111,短版T恤_來笑一個_黑色 - L,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260601340,短版T恤_今晚我最靓_象牙 - M,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260601395,短版T恤_今晚我最靓_淺粉 - S,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,謙謙創藝,9427260601562,短版T恤_開飯部隊_海軍藍 - 3XL,890.0,1.0,0,1.0,890.0
2026-06-06,,每日明細,泊采,A110050083031902,RETRO-S2 好想兔 棉花白,1930.0,1.0,0,1.0,1930.0
2026-06-06,,每日明細,泊采,A110050083041902,RETRO-S2 好想兔 蜜奶茶,1930.0,2.0,0,2.0,3860.0
2026-06-06,,每日明細,泊采,A110050083551902,RETRO-S2 好想兔 水泥灰,1930.0,2.0,0,2.0,3860.0
2026-06-06,,每日明細,補完計畫,M40293345,尪仔標壓克力吊飾組 - 青春無敵,450.0,1.0,0,1.0,450.0
2026-06-06,,每日明細,補完計畫,M40293346,尪仔標壓克力吊飾組 - 夜市人生,450.0,2.0,1,1.0,450.0
2026-06-06,,每日明細,補完計畫,M40293347,尪仔標壓克力吊飾組 - 社畜衝衝,450.0,1.0,0,1.0,450.0
2026-06-06,,每日明細,客製化,R010002,緹花中長襪 好想兔聯名款 - 小賤狗款,220.0,3.0,0,3.0,660.0
2026-06-06,,每日明細,客製化,R010003,緹花中長襪 好想兔聯名款 - 好想兔素色款,220.0,6.0,0,6.0,1320.0
2026-06-06,,每日明細,客製化,R010004,緹花中長襪 好想兔聯名款 - 好想兔點點款,220.0,5.0,0,5.0,1100.0
2026-06-07,,每日明細,補完計畫,1000842-180,寬版T恤-佛系賺錢_好想兔（深灰） - L,890.0,1.0,0,1.0,890.0
2026-06-07,,每日明細,補完計畫,1000842-181,寬版T恤-佛系賺錢_好想兔（深灰） - XL,890.0,3.0,0,3.0,2670.0
2026-06-07,,每日明細,補完計畫,1000842-182,寬版T恤-佛系賺錢_好想兔（深灰） - 2XL,890.0,1.0,0,1.0,890.0
2026-06-07,,每日明細,補完計畫,1000843-83,帆布袋-不是在賺錢就是在賺錢的路上_好想兔,550.0,3.0,0,3.0,1650.0
2026-06-07,,每日明細,補完計畫,1000845-171,方型陶瓷杯墊-再撐一下！_好想兔,280.0,4.0,0,4.0,1120.0
2026-06-07,,每日明細,補完計畫,1000884-173,辦公桌墊-為了錢，我忍_好想兔,650.0,2.0,0,2.0,1300.0
2026-06-07,,每日明細,補完計畫,1000886-174,滑鼠墊-我愛上班_好想兔,390.0,5.0,0,5.0,1950.0
2026-06-07,,每日明細,屋極國際,20230630002,好想兔-造型置物面紙套,599.0,4.0,0,4.0,2396.0
2026-06-07,,每日明細,屋極國際,20240808208,好想兔-15公分吊飾,250.0,4.0,0,4.0,1000.0
