日期,日期區間(若為推算合併值),資料狀態,廠商,SKU,商品名稱,售價,銷售數量,退回數量,淨銷售數量,售額總計
2026-06-30,,每日明細,謙謙創藝,4295656924060,好想鎖住你-鈴鐺鑰匙圈小賤狗款,199.0,1.0,0,1.0,199.0
2026-06-30,,每日明細,謙謙創藝,4711035715345,好想兔搖頭公仔-媽祖款,350.0,2.0,0,2.0,700.0
2026-06-30,,每日明細,極程,4711508950136,機車公仔第二彈(單抽) - 單盒X1,450.0,1.0,0,1.0,450.0
2026-06-30,,每日明細,進豐,4711527845864,方形折鏡-歡樂,199.0,1.0,0,1.0,199.0
2026-06-30,,每日明細,青青文具,4712692018312,壓克力造型鑰匙圈(面具),100.0,1.0,0,1.0,100.0
2026-06-30,,每日明細,青青文具,4712692088964,造型磁性(宮廷)書籤(2入),60.0,1.0,0,1.0,60.0
2026-06-30,,每日明細,青青文具,4712692089114,2入壓克力(偷偷來)磁條(短),70.0,1.0,0,1.0,70.0
2026-06-30,,每日明細,青青文具,4712692089190,斬型萬用卡(瘦星),30.0,1.0,0,1.0,30.0
2026-06-30,,每日明細,青青文具,4712692089206,斬型萬用卡(破蛋),30.0,2.0,0,2.0,60.0
2026-06-30,,每日明細,青青文具,4712692089213,斬型萬用卡(Birthday),30.0,1.0,0,1.0,30.0
2026-06-30,,每日明細,青青文具,4712692089220,斬型萬用卡(大日子),30.0,1.0,0,1.0,30.0
2026-06-30,,每日明細,青青文具,4712692154997,長版證件繩(外太空),90.0,1.0,0,1.0,90.0
2026-06-30,,每日明細,青青文具,4712692157929,橫式皮革證件套(衝浪),120.0,1.0,0,1.0,120.0
2026-06-30,,每日明細,青青文具,4712692241109,行李箱束帶,149.0,2.0,0,2.0,298.0
2026-06-30,,每日明細,青青文具,4712692279980,防水裝飾貼紙(心塞塞),25.0,2.0,0,2.0,50.0
2026-06-30,,每日明細,青青文具,4712692413803,防水裝飾貼紙(蹲一下),25.0,2.0,0,2.0,50.0
2026-06-30,,每日明細,青青文具,4712692413810,防水裝飾貼紙(好開心),25.0,2.0,0,2.0,50.0
2026-06-30,,每日明細,青青文具,4712692413841,防水裝飾貼紙(佛祖兔),25.0,1.0,0,1.0,25.0
2026-06-30,,每日明細,青青文具,4712692414602,防水裝飾貼紙(游泳兔),25.0,1.0,0,1.0,25.0
2026-06-30,,每日明細,青青文具,4712692414626,防水裝飾貼紙(小鴨泳圈),25.0,1.0,0,1.0,25.0
2026-06-30,,每日明細,青青文具,4712692414640,防水裝飾貼紙(獨角獸),25.0,1.0,0,1.0,25.0
2026-06-30,,每日明細,青青文具,4712692416316,防水裝飾貼紙(富士山),25.0,1.0,0,1.0,25.0
2026-06-30,,每日明細,青青文具,4712692426056,好想兔飲料杯套(韓國兔),120.0,1.0,0,1.0,120.0
2026-06-30,,每日明細,青青文具,4712692426131,好想兔皮革彈片收納袋(福爾摩兔),99.0,1.0,0,1.0,99.0
2026-06-30,,每日明細,青青文具,4712692426148,好想兔皮革彈片收納袋(吃雞排),99.0,3.0,0,3.0,297.0
2026-06-30,,每日明細,青青文具,4712692432378,創意磁鐵(水果茶),65.0,2.0,0,2.0,130.0
2026-06-30,,每日明細,青青文具,4712692432385,創意磁鐵(清涼一下),65.0,3.0,0,3.0,195.0
2026-06-30,,每日明細,青青文具,4712692432408,創意磁鐵(小鴨泳圈),65.0,1.0,0,1.0,65.0
2026-06-30,,每日明細,青青文具,4712692433474,好想兔創意磁鐵(泰國兔),65.0,1.0,0,1.0,65.0
2026-06-30,,每日明細,青青文具,4712692433481,好想兔創意磁鐵(無尾熊),65.0,1.0,0,1.0,65.0
2026-06-30,,每日明細,青青文具,4712692433498,好想兔創意磁鐵(福爾摩兔),65.0,1.0,0,1.0,65.0
2026-06-30,,每日明細,青青文具,4712692433504,好想兔創意磁鐵(蒙古兔),65.0,1.0,0,1.0,65.0
2026-06-30,,每日明細,青青文具,4712692434587,創意磁鐵(萬事拜託),65.0,1.0,0,1.0,65.0
2026-06-30,,每日明細,青青文具,4712692434594,創意磁鐵(今日事今日畢),65.0,1.0,0,1.0,65.0
2026-06-30,,每日明細,青青文具,4712692434600,創意磁鐵(喝一杯),65.0,2.0,0,2.0,130.0
2026-06-30,,每日明細,青青文具,4712692434617,創意磁鐵(我很好養),65.0,4.0,0,4.0,260.0
2026-06-30,,每日明細,青青文具,4712692461385,好想兔趣味轉盤吊飾(水果茶),99.0,1.0,0,1.0,99.0
2026-06-30,,每日明細,青青文具,4712692463709,環保摺疊購物袋,129.0,1.0,0,1.0,129.0
2026-06-30,,每日明細,青青文具,4712692466458,皮革面紙套(旅行時間),119.0,3.0,0,3.0,357.0
2026-06-30,,每日明細,青青文具,4712692469497,撲克牌,45.0,1.0,0,1.0,45.0
2026-06-30,,每日明細,青青文具,4712692471278,夜光停車號碼牌(拜託啦),185.0,3.0,0,3.0,555.0
2026-06-30,,每日明細,青青文具,4712692471858,金屬吊飾(功德+1),120.0,2.0,0,2.0,240.0
2026-06-30,,每日明細,青青文具,4712692471865,金屬吊飾(帶薪拉屎),120.0,1.0,0,1.0,120.0
2026-06-30,,每日明細,青青文具,4712692471872,金屬吊飾(我很好養),120.0,2.0,0,2.0,240.0
2026-06-30,,每日明細,青青文具,4712692480393,壓克力旋轉易拉扣(吃吃吃!),100.0,1.0,0,1.0,100.0
2026-06-30,,每日明細,青青文具,4712692480409,壓克力旋轉易拉扣(喂喂喂!),100.0,1.0,0,1.0,100.0
2026-06-30,,每日明細,素顏之本,4716820493910,平安皂,150.0,1.0,0,1.0,150.0
2026-06-30,,每日明細,素顏之本,4716820494108,野薑花皂,150.0,1.0,0,1.0,150.0
2026-06-30,,每日明細,素顏之本,4716820494252,薰衣草皂,150.0,1.0,0,1.0,150.0
2026-06-30,,每日明細,素顏之本,4716820496089,茶樹皂,150.0,2.0,0,2.0,300.0
2026-06-30,,每日明細,素顏之本,4716820496485,桃花皂,150.0,1.0,0,1.0,150.0
2026-06-30,,每日明細,素顏之本,4716820496492,蝴蝶蘭皂,150.0,1.0,0,1.0,150.0
2026-06-30,,每日明細,謙謙創藝,9427260200017,捏捏紓壓公仔 - 好想兔坐姿款,199.0,1.0,0,1.0,199.0
2026-06-30,,每日明細,謙謙創藝,9427260200024,捏捏紓壓公仔 - 好想兔母湯款,199.0,3.0,0,3.0,597.0
2026-06-30,,每日明細,謙謙創藝,9427260300038,麻將套組_好想發發發,2980.0,1.0,0,1.0,2980.0
2026-06-30,,每日明細,謙謙創藝,9427260300045,七折扇 - 佛系款,79.0,1.0,0,1.0,79.0
2026-06-30,,每日明細,謙謙創藝,9427260300083,安全帶護套 - 好想兔款,349.0,7.0,0,7.0,2443.0
2026-06-30,,每日明細,謙謙創藝,9427260300090,安全帶護套 - 小賤狗款,349.0,1.0,0,1.0,349.0
2026-06-30,,每日明細,謙謙創藝,9427260300106,擦手巾_好想兔款,399.0,1.0,0,1.0,399.0
2026-06-30,,每日明細,謙謙創藝,9427260300113,絨毛票卡夾_好想兔款,299.0,1.0,0,1.0,299.0
2026-06-30,,每日明細,謙謙創藝,9427260300137,【十週年】絨毛娃娃吊飾_心情想兔_單盒,350.0,2.0,0,2.0,700.0
2026-06-30,,每日明細,謙謙創藝,9427260400028,【十週年】金屬徽章_懷舊系列 - 想兔風扇,150.0,1.0,0,1.0,150.0
2026-06-30,,每日明細,謙謙創藝,9427260400042,【十週年】金屬徽章_懷舊系列 - 想兔電鍋,150.0,1.0,0,1.0,150.0
2026-06-30,,每日明細,謙謙創藝,9427260400059,【十週年】金屬徽章_懷舊系列 - 想兔撲滿,150.0,1.0,0,1.0,150.0
2026-06-30,,每日明細,謙謙創藝,9427260400066,【十週年】金屬徽章_懷舊系列 - 想兔浴缸,150.0,1.0,0,1.0,150.0
2026-06-30,,每日明細,謙謙創藝,9427260400103,【十週年】盲盒公仔_好想與你憶當年_中盒,1800.0,3.0,0,3.0,5400.0
2026-06-30,,每日明細,謙謙創藝,9427260400141,手機掛繩套組_懷舊款,0.0,24.0,0,24.0,0.0
2026-06-30,,每日明細,謙謙創藝,9427260400165,小燈箱_鹽酥雞店,199.0,3.0,0,3.0,597.0
2026-06-30,,每日明細,謙謙創藝,9427260400233,磁吸壓克力吊飾 - 芬達想兔,239.0,3.0,0,3.0,717.0
2026-06-30,,每日明細,謙謙創藝,9427260400288,復古小卡包 - 出遊趣,99.0,2.0,0,2.0,198.0
2026-06-30,,每日明細,謙謙創藝,9427260400295,擋泥板 - 太近我會心動,399.0,1.0,0,1.0,399.0
2026-06-30,,每日明細,謙謙創藝,9427260600497,短版T恤_come on baby_黑色 - S,890.0,1.0,0,1.0,890.0
2026-06-30,,每日明細,謙謙創藝,9427260600503,短版T恤_come on baby_黑色 - M,890.0,1.0,0,1.0,890.0
2026-06-30,,每日明細,楊竹科技,YZ0005,小賤狗黑卡 - 一卡通,300.0,1.0,0,1.0,300.0
2026-06-30,,每日明細,楊竹科技,YZ0012,好想兔全黑 - 悠遊卡,390.0,2.0,0,2.0,780.0
2026-06-30,,每日明細,楊竹科技,YZ0018,好想兔伸縮造型 - 悠遊卡,420.0,1.0,0,1.0,420.0
2026-06-30,,每日明細,楊竹科技,YZ0028,好想兔磁吸燈箱(共6款),180.0,5.0,0,5.0,900.0
2026-07-01,,每日明細,補完計畫,1000845-171,方型陶瓷杯墊-再撐一下！_好想兔,280.0,1.0,0,1.0,280.0
2026-07-01,,每日明細,補完計畫,1000884-173,辦公桌墊-為了錢，我忍_好想兔,650.0,1.0,0,1.0,650.0
2026-07-01,,每日明細,屋極國際,20240802106,好想兔-植絨腳踏墊,399.0,1.0,0,1.0,399.0
2026-07-01,,每日明細,屋極國際,20240808208,好想兔-15公分吊飾,250.0,1.0,0,1.0,250.0
2026-07-01,,每日明細,金獎樂園,20251202003A,壓克力吊飾(共8款),100.0,1.0,0,1.0,100.0
2026-07-01,,每日明細,謙謙創藝,2025136,一番賞抽獎,300.0,2.0,0,2.0,600.0
2026-07-01,,每日明細,謙謙創藝,2025137,特展扭蛋機抽獎,200.0,143.0,0,143.0,28600.0
2026-07-01,,每日明細,阿拉丁,20260118001,阿拉丁商品 - 好想兔十週年-印章,100.0,3.0,0,3.0,300.0
2026-07-01,,每日明細,阿拉丁,20260118002,阿拉丁商品 - 社畜人生-拼圖,100.0,4.0,0,4.0,400.0
2026-07-01,,每日明細,阿拉丁,20260118003,阿拉丁商品 - 好想兔十周年拍貼機,100.0,21.0,0,21.0,2100.0
2026-07-01,,每日明細,阿拉丁,20260118005,阿拉丁商品 - 社畜人生-鑰匙圈,80.0,2.0,0,2.0,160.0
2026-07-01,,每日明細,阿拉丁,20260118006,阿拉丁商品 - 好想兔十週年-徽章,70.0,2.0,0,2.0,140.0
2026-07-01,,每日明細,金獎樂園,2026013100016,兒童書包 - (灰黃款),299.0,1.0,0,1.0,299.0
2026-07-01,,每日明細,謙謙創藝,4256525610004,為了生活-好想兔水洗牛皮提袋,290.0,2.0,0,2.0,580.0
2026-07-01,,每日明細,謙謙創藝,4256525610007,薪水入袋款-好想兔壓克力手機架,120.0,1.0,0,1.0,120.0
2026-07-01,,每日明細,謙謙創藝,4256525610019,要吃什麼好呢？好想兔木質萬年曆,380.0,1.0,0,1.0,380.0
2026-07-01,,每日明細,謙謙創藝,4256525610020,好想兔3D場景貼紙組-血汗辦公室,49.0,2.0,0,2.0,98.0
2026-07-01,,每日明細,謙謙創藝,4256525610021,好想兔3D場景貼紙組-瘋狂美容院,49.0,2.0,0,2.0,98.0
2026-07-01,,每日明細,謙謙創藝,4256525610022,好想兔3D場景貼紙組-社畜心理診所,49.0,2.0,0,2.0,98.0
2026-07-01,,每日明細,謙謙創藝,4256525610023,好想兔3D場景貼紙組-八卦熱炒店,49.0,2.0,0,2.0,98.0
2026-07-01,,每日明細,謙謙創藝,4256525610027,能屈能伸-好想兔磁吸彎曲掛勾(1組2入),380.0,1.0,0,1.0,380.0
2026-07-01,,每日明細,謙謙創藝,4256525610034,好想兔辦公日常-分類磁鐵四件組,180.0,1.0,0,1.0,180.0
2026-07-01,,每日明細,(無廠商-門票/現場服務類),429520260601,十週年特展-現場票券 - 全票,350.0,5.0,0,5.0,1750.0
2026-07-01,,每日明細,(無廠商-門票/現場服務類),429520260602,十週年特展-現場票券 - 雙人票,649.0,8.0,0,8.0,5192.0
2026-07-01,,每日明細,(無廠商-門票/現場服務類),429520260603,十週年特展-現場票券 - 學生票,249.0,2.0,0,2.0,498.0
2026-07-01,,每日明細,(無廠商-門票/現場服務類),429520260604,十週年特展-現場票券 - 愛心票,0.0,2.0,0,2.0,0.0
2026-07-01,,每日明細,(無廠商-門票/現場服務類),429520260605,十週年特展-現場票券 - 陪同票,175.0,2.0,0,2.0,350.0
2026-07-01,,每日明細,謙謙創藝,4295656901016,【十週年】懷舊帆布袋,299.0,2.0,0,2.0,598.0
2026-07-01,,每日明細,謙謙創藝,4295656924053,好想鎖住你-鈴鐺鑰匙圈好想兔款,199.0,1.0,0,1.0,199.0
2026-07-01,,每日明細,謙謙創藝,4711035715321,好想兔搖頭公仔-招財款,350.0,1.0,0,1.0,350.0
2026-07-01,,每日明細,謙謙創藝,4711035715345,好想兔搖頭公仔-媽祖款,350.0,1.0,0,1.0,350.0
2026-07-01,,每日明細,極程,4711508950136,機車公仔第二彈(單抽) - 單盒X1,450.0,3.0,0,3.0,1350.0
2026-07-01,,每日明細,進豐,4711527845864,方形折鏡-歡樂,199.0,1.0,0,1.0,199.0
2026-07-01,,每日明細,青青文具,4712692018121,皮革卡套鑰匙圈(吹涼涼),90.0,2.0,0,2.0,180.0
2026-07-01,,每日明細,青青文具,4712692088964,造型磁性(宮廷)書籤(2入),60.0,1.0,0,1.0,60.0
2026-07-01,,每日明細,青青文具,4712692089183,斬型萬用卡(心動),30.0,2.0,0,2.0,60.0
2026-07-01,,每日明細,青青文具,4712692089190,斬型萬用卡(瘦星),30.0,1.0,0,1.0,30.0
2026-07-01,,每日明細,青青文具,4712692154980,長版證件繩(日常表情),90.0,1.0,0,1.0,90.0
2026-07-01,,每日明細,青青文具,4712692155000,長版證件繩(想兔日常),90.0,1.0,0,1.0,90.0
2026-07-01,,每日明細,青青文具,4712692157912,橫式皮革證件套(獨角獸),120.0,1.0,0,1.0,120.0
2026-07-01,,每日明細,青青文具,4712692157929,橫式皮革證件套(衝浪),120.0,1.0,0,1.0,120.0
2026-07-01,,每日明細,青青文具,4712692410086,防水裝飾貼紙(創造賤賤),25.0,1.0,0,1.0,25.0
2026-07-01,,每日明細,青青文具,4712692413810,防水裝飾貼紙(好開心),25.0,1.0,0,1.0,25.0
2026-07-01,,每日明細,青青文具,4712692413841,防水裝飾貼紙(佛祖兔),25.0,3.0,0,3.0,75.0
2026-07-01,,每日明細,青青文具,4712692413858,防水裝飾貼紙(超人兔),25.0,1.0,0,1.0,25.0
2026-07-01,,每日明細,青青文具,4712692414602,防水裝飾貼紙(游泳兔),25.0,1.0,0,1.0,25.0
2026-07-01,,每日明細,青青文具,4712692416323,防水裝飾貼紙(越南兔),25.0,1.0,0,1.0,25.0
2026-07-01,,每日明細,青青文具,4712692417719,防水裝飾貼紙(芭比兔),25.0,1.0,0,1.0,25.0
2026-07-01,,每日明細,青青文具,4712692417733,防水裝飾貼紙(比莉兔),25.0,1.0,0,1.0,25.0
2026-07-01,,每日明細,青青文具,4712692424342,環保飲料杯套(西瓜冰棒),120.0,2.0,0,2.0,240.0
2026-07-01,,每日明細,青青文具,4712692424427,水壺提袋(鯛魚燒),145.0,2.0,0,2.0,290.0
2026-07-01,,每日明細,青青文具,4712692426056,好想兔飲料杯套(韓國兔),120.0,1.0,0,1.0,120.0
2026-07-01,,每日明細,青青文具,4712692426063,好想兔飲料杯套(無尾熊),120.0,2.0,0,2.0,240.0
2026-07-01,,每日明細,青青文具,4712692426124,好想兔皮革彈片收納袋(旅行時間),99.0,1.0,0,1.0,99.0
2026-07-01,,每日明細,青青文具,4712692426131,好想兔皮革彈片收納袋(福爾摩兔),99.0,1.0,0,1.0,99.0
2026-07-01,,每日明細,青青文具,4712692426148,好想兔皮革彈片收納袋(吃雞排),99.0,2.0,0,2.0,198.0
2026-07-01,,每日明細,青青文具,4712692434617,創意磁鐵(我很好養),65.0,1.0,0,1.0,65.0
2026-07-01,,每日明細,青青文具,4712692447938,環保摺疊購物袋(衝浪),129.0,2.0,0,2.0,258.0
2026-07-01,,每日明細,青青文具,4712692463709,環保摺疊購物袋,129.0,1.0,0,1.0,129.0
2026-07-01,,每日明細,青青文具,4712692466755,好想兔木漿海綿(奶油),49.0,1.0,0,1.0,49.0
2026-07-01,,每日明細,青青文具,4712692469497,撲克牌,45.0,1.0,0,1.0,45.0
2026-07-01,,每日明細,青青文具,4712692470486,壓克力吊飾(焦糖),60.0,2.0,0,2.0,120.0
2026-07-01,,每日明細,青青文具,4712692470493,壓克力吊飾(奶油),60.0,2.0,0,2.0,120.0
2026-07-01,,每日明細,青青文具,4712692470516,壓克力吊飾(阿珍),60.0,6.0,0,6.0,360.0
2026-07-01,,每日明細,青青文具,4712692470523,壓克力吊飾(咖啡),60.0,5.0,0,5.0,300.0
2026-07-01,,每日明細,青青文具,4712692470530,壓克力吊飾(冰淇淋),60.0,4.0,0,4.0,240.0
2026-07-01,,每日明細,青青文具,4712692470547,壓克力吊飾(棒棒糖),60.0,2.0,0,2.0,120.0
2026-07-01,,每日明細,青青文具,4712692470554,壓克力吊飾(糖果),60.0,2.0,0,2.0,120.0
2026-07-01,,每日明細,青青文具,4712692470561,壓克力吊飾(蛋糕),60.0,1.0,0,1.0,60.0
2026-07-01,,每日明細,青青文具,4712692471278,夜光停車號碼牌(拜託啦),185.0,1.0,0,1.0,185.0
2026-07-01,,每日明細,青青文具,4712692471841,金屬吊飾(佛系),120.0,1.0,0,1.0,120.0
2026-07-01,,每日明細,青青文具,4712692471858,金屬吊飾(功德+1),120.0,2.0,0,2.0,240.0
2026-07-01,,每日明細,青青文具,4712692471865,金屬吊飾(帶薪拉屎),120.0,1.0,0,1.0,120.0
2026-07-01,,每日明細,青青文具,4712692471872,金屬吊飾(我很好養),120.0,2.0,0,2.0,240.0
2026-07-01,,每日明細,青青文具,4712692471889,圓形胸章(私人物品),50.0,1.0,0,1.0,50.0
2026-07-01,,每日明細,青青文具,4712692471896,圓形胸章(想發財),50.0,3.0,0,3.0,150.0
2026-07-01,,每日明細,青青文具,4712692471902,圓形胸章(馬上下班),50.0,2.0,0,2.0,100.0
2026-07-01,,每日明細,青青文具,4712692471919,圓形胸章(賺錢要緊),50.0,1.0,0,1.0,50.0
2026-07-01,,每日明細,青青文具,4712692480409,壓克力旋轉易拉扣(喂喂喂!),100.0,2.0,0,2.0,200.0
2026-07-01,,每日明細,素顏之本,4716820493255,左手香皂,150.0,1.0,0,1.0,150.0
2026-07-01,,每日明細,素顏之本,4716820493293,玫瑰皂,150.0,1.0,0,1.0,150.0
2026-07-01,,每日明細,素顏之本,4716820493910,平安皂,150.0,3.0,0,3.0,450.0
2026-07-01,,每日明細,素顏之本,4716820494108,野薑花皂,150.0,1.0,0,1.0,150.0
2026-07-01,,每日明細,素顏之本,4716820494252,薰衣草皂,150.0,1.0,0,1.0,150.0
2026-07-01,,每日明細,素顏之本,4716820494771,檜木皂,150.0,1.0,0,1.0,150.0
2026-07-01,,每日明細,素顏之本,4716820496706,金富桂皂,150.0,2.0,0,2.0,300.0
2026-07-01,,每日明細,謙謙創藝,9427260200017,捏捏紓壓公仔 - 好想兔坐姿款,199.0,2.0,0,2.0,398.0
2026-07-01,,每日明細,謙謙創藝,9427260200024,捏捏紓壓公仔 - 好想兔母湯款,199.0,5.0,0,5.0,995.0
2026-07-01,,每日明細,謙謙創藝,9427260200031,捏捏紓壓公仔 - 小賤狗坐姿款,199.0,2.0,0,2.0,398.0
2026-07-01,,每日明細,謙謙創藝,9427260300038,麻將套組_好想發發發,2980.0,1.0,0,1.0,2980.0
2026-07-01,,每日明細,謙謙創藝,9427260300045,七折扇 - 佛系款,79.0,5.0,0,5.0,395.0
2026-07-01,,每日明細,謙謙創藝,9427260300052,七折扇 - 墜入愛河款,79.0,1.0,0,1.0,79.0
2026-07-01,,每日明細,謙謙創藝,9427260300083,安全帶護套 - 好想兔款,349.0,3.0,0,3.0,1047.0
2026-07-01,,每日明細,謙謙創藝,9427260300106,擦手巾_好想兔款,399.0,1.0,0,1.0,399.0
2026-07-01,,每日明細,謙謙創藝,9427260300120,【十週年】絨毛娃娃吊飾_心情想兔_中盒,2100.0,1.0,0,1.0,2100.0
2026-07-01,,每日明細,謙謙創藝,9427260300137,【十週年】絨毛娃娃吊飾_心情想兔_單盒,350.0,1.0,0,1.0,350.0
2026-07-01,,每日明細,謙謙創藝,9427260400042,【十週年】金屬徽章_懷舊系列 - 想兔電鍋,150.0,1.0,0,1.0,150.0
2026-07-01,,每日明細,謙謙創藝,9427260400059,【十週年】金屬徽章_懷舊系列 - 想兔撲滿,150.0,1.0,0,1.0,150.0
2026-07-01,,每日明細,謙謙創藝,9427260400103,【十週年】盲盒公仔_好想與你憶當年_中盒,1800.0,3.0,0,3.0,5400.0
2026-07-01,,每日明細,謙謙創藝,9427260400134,手機掛繩套組_母湯款,0.0,23.0,0,23.0,0.0
2026-07-01,,每日明細,謙謙創藝,9427260400165,小燈箱_鹽酥雞店,199.0,1.0,0,1.0,199.0
2026-07-01,,每日明細,謙謙創藝,9427260400240,磁吸壓克力吊飾 - 蘋果麵包想兔,239.0,1.0,0,1.0,239.0
2026-07-01,,每日明細,謙謙創藝,9427260400271,復古小卡包 - 愛睡想兔,99.0,1.0,0,1.0,99.0
2026-07-01,,每日明細,謙謙創藝,9427260400288,復古小卡包 - 出遊趣,99.0,3.0,0,3.0,297.0
2026-07-01,,每日明細,謙謙創藝,9427260601838,【十週年贈品】壓克力立牌_鋼管女郎&重機,0.0,16.0,0,16.0,0.0
2026-07-01,,每日明細,謙謙創藝,9427260601845,【十週年贈品】壓克力場景組_想兔宮,0.0,10.0,0,10.0,0.0
2026-07-01,,每日明細,泊采,A110050083041902,RETRO-S2 好想兔 蜜奶茶,1930.0,1.0,0,1.0,1930.0
2026-07-01,,每日明細,楊竹科技,YZ0002,好想兔健保 - 一卡通,300.0,2.0,0,2.0,600.0
2026-07-01,,每日明細,楊竹科技,YZ0010,好想兔嚨吼你 - 悠遊卡,300.0,1.0,0,1.0,300.0
2026-07-01,,每日明細,楊竹科技,YZ0013,好想兔全黑 - 一卡通,390.0,2.0,0,2.0,780.0
2026-07-01,,每日明細,楊竹科技,YZ0024,好想兔 x 珍珠款藍鯨吸管 - 黑,390.0,1.0,0,1.0,390.0
2026-07-01,,每日明細,楊竹科技,YZ0028,好想兔磁吸燈箱(共6款),180.0,10.0,0,10.0,1800.0
2026-07-01,,每日明細,楊竹科技,YZ0029,好想兔三角燈箱(共6款),220.0,3.0,0,3.0,660.0
2026-07-02,,每日明細,補完計畫,1000842-182,寬版T恤-佛系賺錢_好想兔（深灰） - 2XL,890.0,1.0,0,1.0,890.0
2026-07-02,,每日明細,補完計畫,1000843-83,帆布袋-不是在賺錢就是在賺錢的路上_好想兔,550.0,1.0,0,1.0,550.0
2026-07-02,,每日明細,補完計畫,1000845-171,方型陶瓷杯墊-再撐一下！_好想兔,280.0,1.0,0,1.0,280.0
2026-07-02,,每日明細,屋極國際,20240808208,好想兔-15公分吊飾,250.0,3.0,1,2.0,500.0
2026-07-02,,每日明細,金獎樂園,20251202003A,壓克力吊飾(共8款),100.0,1.0,0,1.0,100.0
2026-07-02,,每日明細,謙謙創藝,2025136,一番賞抽獎,300.0,2.0,0,2.0,600.0
2026-07-02,,每日明細,謙謙創藝,4256525610021,好想兔3D場景貼紙組-瘋狂美容院,49.0,1.0,0,1.0,49.0
2026-07-02,,每日明細,(無廠商-門票/現場服務類),429520260601,十週年特展-現場票券 - 全票,350.0,3.0,0,3.0,1050.0
2026-07-02,,每日明細,(無廠商-門票/現場服務類),429520260602,十週年特展-現場票券 - 雙人票,649.0,6.0,0,6.0,3894.0
2026-07-02,,每日明細,(無廠商-門票/現場服務類),429520260603,十週年特展-現場票券 - 學生票,249.0,4.0,0,4.0,996.0
2026-07-02,,每日明細,(無廠商-門票/現場服務類),429520260604,十週年特展-現場票券 - 愛心票,0.0,2.0,0,2.0,0.0
2026-07-02,,每日明細,(無廠商-門票/現場服務類),429520260605,十週年特展-現場票券 - 陪同票,175.0,2.0,0,2.0,350.0
2026-07-02,,每日明細,謙謙創藝,4295656901016,【十週年】懷舊帆布袋,299.0,2.0,0,2.0,598.0
2026-07-02,,每日明細,謙謙創藝,4295656907018,植絨盲盒公仔(單盒),300.0,1.0,0,1.0,300.0
2026-07-02,,每日明細,謙謙創藝,4295656907032,好想兔財運飽開運鹽燈,599.0,7.0,0,7.0,4193.0
2026-07-02,,每日明細,謙謙創藝,4295656924053,好想鎖住你-鈴鐺鑰匙圈好想兔款,199.0,3.0,0,3.0,597.0
2026-07-02,,每日明細,謙謙創藝,4711035715314,好想兔搖頭公仔-祭典款,350.0,1.0,0,1.0,350.0
2026-07-02,,每日明細,謙謙創藝,4711035715321,好想兔搖頭公仔-招財款,350.0,2.0,0,2.0,700.0
2026-07-02,,每日明細,野村貿易,4711070000031,好想兔x達爾文聯名-毛寵柑仔店 - 火龍果,180.0,1.0,0,1.0,180.0
2026-07-02,,每日明細,極程,4711508950136,機車公仔第二彈(單抽) - 單盒X1,450.0,6.0,0,6.0,2700.0
2026-07-02,,每日明細,進豐,4711527845338,方形折鏡-珍奶,199.0,1.0,0,1.0,199.0
2026-07-02,,每日明細,進豐,4711527845864,方形折鏡-歡樂,199.0,1.0,0,1.0,199.0
2026-07-02,,每日明細,青青文具,4712692018121,皮革卡套鑰匙圈(吹涼涼),90.0,1.0,0,1.0,90.0
2026-07-02,,每日明細,青青文具,4712692018138,皮革卡套鑰匙圈(西瓜冰棒),90.0,2.0,0,2.0,180.0
2026-07-02,,每日明細,青青文具,4712692018312,壓克力造型鑰匙圈(面具),100.0,1.0,0,1.0,100.0
2026-07-02,,每日明細,青青文具,4712692074073,站立型便利貼(芒果冰),40.0,1.0,0,1.0,40.0
2026-07-02,,每日明細,青青文具,4712692075032,壓克力夾子(夾小人),50.0,1.0,0,1.0,50.0
2026-07-02,,每日明細,青青文具,4712692075049,壓克力夾子(帶薪拉屎),50.0,1.0,0,1.0,50.0
2026-07-02,,每日明細,青青文具,4712692075056,壓克力夾子(給錢辦事),50.0,1.0,0,1.0,50.0
2026-07-02,,每日明細,青青文具,4712692088995,造型磁性(學生)書籤(2入),60.0,1.0,0,1.0,60.0
2026-07-02,,每日明細,青青文具,4712692089183,斬型萬用卡(心動),30.0,1.0,0,1.0,30.0
2026-07-02,,每日明細,青青文具,4712692089190,斬型萬用卡(瘦星),30.0,2.0,0,2.0,60.0
2026-07-02,,每日明細,青青文具,4712692089206,斬型萬用卡(破蛋),30.0,2.0,0,2.0,60.0
2026-07-02,,每日明細,青青文具,4712692089213,斬型萬用卡(Birthday),30.0,4.0,1,3.0,90.0
2026-07-02,,每日明細,青青文具,4712692089220,斬型萬用卡(大日子),30.0,1.0,0,1.0,30.0
2026-07-02,,每日明細,青青文具,4712692154973,長版證件繩(甜點時光),90.0,1.0,0,1.0,90.0
2026-07-02,,每日明細,青青文具,4712692155000,長版證件繩(想兔日常),90.0,1.0,0,1.0,90.0
2026-07-02,,每日明細,青青文具,4712692241109,行李箱束帶,149.0,1.0,0,1.0,149.0
2026-07-02,,每日明細,青青文具,4712692414640,防水裝飾貼紙(獨角獸),25.0,1.0,0,1.0,25.0
2026-07-02,,每日明細,青青文具,4712692416309,防水裝飾貼紙(無尾熊),25.0,1.0,0,1.0,25.0
